data,n_aparicoes,pgs
2015-02-06,9,"[29, 4, 28]"
2015-02-09,1,[4]
2015-02-10,4,"[4, 37, 38]"
2015-02-11,1,[4]
2015-02-12,9,"[24, 4]"
2015-02-13,1,[4]
2015-02-19,3,"[35, 4]"
2015-02-20,9,"[18, 19, 4]"
2015-02-24,6,"[24, 4]"
2015-02-25,5,"[4, 29]"
2015-02-26,1,[4]
2015-02-27,12,"[40, 41, 4]"
2015-03-02,10,"[21, 4, 20]"
2015-03-03,7,"[4, 23]"
2015-03-05,13,"[42, 4]"
2015-03-06,1,[4]
2015-03-09,3,"[26, 4]"
2015-03-10,3,"[4, 14, 15]"
2015-03-11,6,"[24, 4]"
2015-03-12,6,"[24, 25, 4]"
2015-03-13,3,"[4, 31]"
2015-03-16,5,"[4, 39]"
2015-03-17,10,"[4, 20]"
2015-03-18,1,[4]
2015-03-19,2,"[4, 13]"
2015-03-20,5,"[21, 4, 20]"
2015-03-23,1,[4]
2015-03-24,1,[4]
2015-03-25,5,"[24, 4]"
2015-03-26,2,"[26, 4]"
2015-03-27,2,"[17, 4]"
2015-03-30,3,"[4, 45]"
2015-03-31,1,[4]
2015-04-01,2,"[4, 21]"
2015-04-06,2,"[24, 4]"
2015-04-07,1,[4]
2015-04-08,8,"[33, 4, 6]"
2015-04-09,3,"[4, 22]"
2015-04-10,5,"[32, 4]"
2015-04-13,1,[4]
2015-04-15,6,"[27, 4, 28]"
2015-04-16,1,[4]
2015-04-17,6,"[29, 4, 28, 70]"
2015-04-22,11,"[25, 26, 4]"
2015-04-23,1,[4]
2015-04-24,1,[4]
2015-04-27,1,[4]
2015-04-28,7,"[17, 4]"
2015-04-29,1,[4]
2015-04-30,13,"[21, 4, 20]"
2015-05-04,9,"[4, 22]"
2015-05-05,9,"[25, 26, 4]"
2015-05-06,9,"[4, 29]"
2015-05-07,17,"[4, 29, 30]"
2015-05-08,4,"[1, 4, 21]"
2015-05-11,3,"[11, 4, 5]"
2015-05-12,10,"[43, 42, 19, 4]"
2015-05-13,6,"[17, 18, 4]"
2015-05-14,8,"[4, 22]"
2015-05-15,6,"[24, 25, 4]"
2015-05-18,7,"[26, 27, 4]"
2015-05-19,13,"[48, 49, 4]"
2015-05-20,8,"[34, 35, 4]"
2015-05-21,4,"[27, 4, 93]"
2015-05-22,1,[4]
2015-05-25,5,"[26, 4]"
2015-05-26,5,"[21, 4, 20]"
2015-05-27,1,[4]
2015-05-28,1,[4]
2015-05-29,5,"[49, 4, 5]"
2015-06-01,8,"[21, 4, 20]"
2015-06-02,2,"[4, 53]"
2015-06-03,6,"[24, 4]"
2015-06-08,11,"[24, 25, 4]"
2015-06-09,5,"[26, 27, 4]"
2015-06-10,1,[4]
2015-06-11,1,[2]
2015-06-12,6,"[26, 27, 4]"
2015-06-15,6,"[4, 22, 23]"
2015-06-16,18,"[4, 37, 38, 15, 23, 25, 26, 28]"
2015-06-17,16,"[24, 25, 26, 4]"
2015-06-18,6,"[33, 34, 4]"
2015-06-19,6,"[32, 4]"
2015-06-22,7,"[4, 22]"
2015-06-23,1,[4]
2015-06-24,7,"[27, 4]"
2015-06-25,1,[4]
2015-06-26,7,"[24, 25, 4, 30]"
2015-06-29,21,"[4, 7, 8, 9, 10, 11]"
2015-06-30,1,[4]
2015-07-01,4,"[34, 4]"
2015-07-02,7,"[4, 23]"
2015-07-03,4,"[32, 33, 4]"
2015-07-06,5,"[1, 4, 22, 23]"
2015-07-07,10,"[25, 26, 27, 4]"
2015-07-08,8,"[4, 11, 75, 19, 61]"
2015-07-09,15,"[4, 22, 23]"
2015-07-10,13,"[4, 30, 31]"
2015-07-13,10,"[27, 4, 28]"
2015-07-14,5,"[1, 4, 28]"
2015-07-15,9,"[4, 23]"
2015-07-16,2,"[4, 47]"
2015-07-17,18,"[32, 33, 4]"
2015-07-20,2,"[4, 20]"
2015-07-21,1,[4]
2015-07-22,8,"[4, 20]"
2015-07-23,3,"[25, 4]"
2015-07-24,6,"[26, 4]"
2015-07-27,3,"[4, 15]"
2015-07-28,1,[4]
2015-07-29,3,"[25, 26, 4]"
2015-07-30,7,"[51, 4, 52]"
2015-07-31,10,"[34, 35, 4]"
2015-08-03,1,[4]
2015-08-04,3,"[19, 4]"
2015-08-05,11,"[25, 26, 4]"
2015-08-06,15,"[24, 4, 23]"
2015-08-07,15,"[4, 44, 45, 46, 47]"
2015-08-10,8,"[25, 4, 37]"
2015-08-11,16,"[26, 27, 4]"
2015-08-12,6,"[18, 4]"
2015-08-13,8,"[4, 22]"
2015-08-14,7,"[27, 4, 28, 70]"
2015-08-17,3,"[4, 20]"
2015-08-18,5,"[24, 25, 4]"
2015-08-19,6,"[17, 4]"
2015-08-20,6,"[27, 4, 28]"
2015-08-21,11,"[25, 26, 4]"
2015-08-24,3,"[24, 4]"
2015-08-25,8,"[4, 22]"
2015-08-26,6,"[35, 19, 4, 36]"
2015-08-27,4,"[4, 21]"
2015-08-28,7,"[4, 30, 31]"
2015-09-02,3,"[25, 4]"
2015-09-03,3,"[19, 4]"
2015-09-08,5,"[21, 4, 20]"
2015-09-09,2,"[4, 21]"
2015-09-10,10,"[29, 4, 28]"
2015-09-11,1,[4]
2015-09-14,3,"[26, 4]"
2015-09-15,1,[4]
2015-09-16,3,"[34, 4]"
2015-09-17,5,"[4, 36]"
2015-09-18,9,"[32, 33, 4, 13, 18]"
2015-09-23,4,"[4, 53, 52]"
2015-09-24,14,"[64, 65, 4, 63]"
2015-09-25,7,"[49, 4, 5]"
2015-09-28,21,"[4, 21, 22]"
2015-09-30,12,"[26, 4]"
2015-10-01,3,"[4, 21]"
2015-10-02,4,"[33, 4]"
2015-10-05,9,"[4, 37, 38]"
2015-10-06,16,"[18, 19, 4]"
2015-10-07,9,"[4, 23]"
2015-10-09,7,"[4, 23]"
2015-10-13,22,"[32, 1, 33, 4, 16, 22, 31]"
2015-10-14,4,"[8, 18, 4]"
2015-10-15,6,"[96, 11, 4]"
2015-10-16,7,"[34, 4]"
2015-10-20,1,[4]
2015-10-21,4,"[11, 4, 29]"
2015-10-22,21,"[66, 4, 17, 18, 19, 59]"
2015-10-23,4,"[4, 20]"
2015-10-26,14,"[17, 18, 4, 5]"
2015-10-27,1,[4]
2015-10-28,5,"[4, 22]"
2015-10-29,7,"[24, 4]"
2015-11-03,5,"[26, 4]"
2015-11-04,10,"[4, 29]"
2015-11-05,9,"[4, 22, 23]"
2015-11-06,1,[4]
2015-11-09,7,"[25, 4, 5]"
2015-11-10,2,"[10, 4]"
2015-11-11,9,"[28, 27, 4, 5]"
2015-11-12,6,"[4, 23]"
2015-11-13,12,"[4, 12, 30, 31]"
2015-11-16,15,"[32, 33, 4]"
2015-11-17,9,"[10, 4]"
2015-11-18,5,"[4, 31]"
2015-11-19,2,"[4, 28]"
2015-11-20,1,[4]
2015-11-23,6,"[4, 23]"
2015-11-24,15,"[40, 41, 4]"
2015-11-25,6,"[27, 4, 5]"
2015-11-26,13,"[24, 4, 44]"
2015-11-27,1,[4]
2015-11-30,12,"[56, 4, 55]"
2015-12-01,2,"[10, 4]"
2015-12-02,9,"[27, 4, 28]"
2015-12-03,4,"[34, 4]"
2015-12-04,7,"[32, 33, 4, 50, 19, 27]"
2015-12-09,3,"[33, 4]"
2015-12-10,2,"[4, 92]"
2015-12-11,15,"[26, 4]"
2015-12-14,4,"[24, 4]"
2015-12-15,14,"[29, 34, 4, 28]"
2015-12-16,7,"[4, 29, 30]"
2015-12-17,6,"[24, 50, 4, 23]"
2015-12-18,3,"[48, 4, 22]"
2015-12-21,5,"[16, 4, 15]"
2015-12-22,6,"[4, 15]"
2015-12-23,7,"[11, 4, 5, 6]"
2015-12-28,1,[4]
2015-12-29,1,[4]
2015-12-30,29,"[4, '566_suplemento', '537_suplemento', '417_suplemento', '790_suplemento', '62_suplemento', '452_suplemento', '390_suplemento', '782_suplemento', '421_suplemento', '622_suplemento', '785_suplemento', '777_suplemento', '789_suplemento', '199_suplemento', '510_suplemento', '593_suplemento', '361_suplemento', '781_suplemento', '416_suplemento', '756_suplemento', '331_suplemento', '753_suplemento', '481_suplemento', '652_suplemento']"
2016-01-05,6,"[13, 4, 12]"
2016-01-06,1,[4]
2016-01-07,1,[4]
2016-01-08,8,"[17, 4]"
2016-01-11,28,"[4, 44, 45, 46, 47]"
2016-01-13,3,"[17, 4]"
2016-01-14,1,[4]
2016-01-15,12,"[26, 4]"
2016-01-18,3,"[27, 4]"
2016-01-19,5,"[26, 4]"
2016-01-20,6,"[4, 21]"
2016-01-21,1,[4]
2016-01-22,2,"[4, 46]"
2016-01-25,4,"[17, 4, 5]"
2016-01-26,1,[4]
2016-01-27,6,"[4, 21]"
2016-01-28,1,[4]
2016-01-29,10,"['11_suplemento', 4, '29_suplemento', '34_suplemento', '36_suplemento', 59, 60]"
2016-02-01,9,"['5_suplemento', 4, '14_suplemento', '12_suplemento', 19]"
2016-02-02,5,"[16, 17, 4]"
2016-02-03,1,[4]
2016-02-04,8,"[32, 33, 4]"
2016-02-05,6,"[25, 26, 4]"
2016-02-11,11,"[24, 4, 23]"
2016-02-12,5,"[4, 22]"
2016-02-15,1,[4]
2016-02-16,1,[4]
2016-02-17,22,"[26, 27, 4]"
2016-02-18,4,"[19, 4, 20]"
2016-02-19,7,"[42, 4]"
2016-02-22,6,"[24, 25, 4]"
2016-02-23,4,"[24, 4]"
2016-02-24,6,"[65, 4, 22]"
2016-02-25,2,"[4, 23]"
2016-02-26,3,"[4, 29]"
2016-02-29,7,"[4, 22]"
2016-03-01,6,"[33, 4]"
2016-03-02,13,"[24, 25, 4]"
2016-03-03,8,"[4, 22]"
2016-03-04,5,"[25, 4]"
2016-03-07,7,"[17, 4]"
2016-03-08,1,[4]
2016-03-09,5,"[24, 27, 4]"
2016-03-10,4,"[16, 4, 60, 31]"
2016-03-11,4,"[4, 20]"
2016-03-14,10,"[11, 26, 27, 4]"
2016-03-15,13,"[4, 29, 30, 31]"
2016-03-16,4,"[4, 22]"
2016-03-17,15,"[25, 26, 4, 57]"
2016-03-18,5,"[58, 82, 4, 20]"
2016-03-21,3,"[18, 4]"
2016-03-22,3,"[69, 4, 28]"
2016-03-23,9,"[24, 4]"
2016-03-28,10,"[4, 22, 55]"
2016-03-29,1,[4]
2016-03-30,5,"[4, 45]"
2016-03-31,10,"[18, 19, 4]"
2016-04-01,4,"[1, 4, 31]"
2016-04-04,1,[4]
2016-04-05,6,"[4, 19, 54, 27, 28, 29]"
2016-04-06,16,"[24, 25, 4]"
2016-04-07,3,"[24, 4]"
2016-04-08,7,"[51, 27, 4, 54]"
2016-04-11,6,"[4, 21, 22]"
2016-04-12,6,"[64, 4, 28]"
2016-04-13,3,"[19, 4]"
2016-04-14,7,"[21, 4, 20]"
2016-04-15,9,"[4, 29, 30]"
2016-04-18,7,"[4, 23]"
2016-04-19,8,"[4, 5, 41, 17, 29]"
2016-04-20,1,[4]
2016-04-25,14,"[4, 23]"
2016-04-26,3,"[8, 4, 5]"
2016-04-27,1,[4]
2016-04-28,6,"[4, 21]"
2016-04-29,5,"[27, 4, 28]"
2016-05-02,9,"[26, 27, 4]"
2016-05-03,2,"[4, 22]"
2016-05-04,3,"[16, 4]"
2016-05-05,1,[4]
2016-05-06,1,[4]
2016-05-09,11,"[18, 4, 5]"
2016-05-10,11,"[4, 22]"
2016-05-11,8,"[4, 28]"
2016-05-12,1,[4]
2016-05-13,3,"[4, 21]"
2016-05-16,4,"[58, 27, 4]"
2016-05-17,5,"[24, 4, 23, 15]"
2016-05-18,12,"[24, 4, 5]"
2016-05-19,8,"[4, 22, 23]"
2016-05-20,7,"[19, 4, 20]"
2016-05-23,4,"[51, 4, 22]"
2016-05-24,5,"[4, 15]"
2016-05-25,2,"[33, 4]"
2016-05-30,6,"[4, 54]"
2016-05-31,10,"['10_suplemento', '35_suplemento', 4, '44_suplemento', '28_suplemento', '33_suplemento', '51_suplemento', 22]"
2016-06-01,8,"[4, 36, 31]"
2016-06-02,12,"[21, 4, 20]"
2016-06-03,11,"[27, 4]"
2016-06-06,11,"[48, 4, 47]"
2016-06-07,3,"[25, 4]"
2016-06-08,3,"[4, 30]"
2016-06-09,9,"[4, 31]"
2016-06-10,7,"[4, 45, 44]"
2016-06-13,1,[4]
2016-06-14,10,"[25, 26, 4]"
2016-06-15,5,"[4, 37]"
2016-06-16,10,"[25, 26, 4]"
2016-06-17,6,"[72, 27, 4, 28]"
2016-06-20,5,"[27, 4, 6, 7]"
2016-06-21,11,"[21, 4, 20]"
2016-06-22,2,"[19, 4]"
2016-06-23,9,"[24, 4, 5]"
2016-06-24,5,"[26, 4, 6]"
2016-06-27,13,"[21, 4, 20]"
2016-06-28,4,"[4, 23]"
2016-06-29,15,"[4, 7, 24, 25, 26]"
2016-06-30,7,"[27, 4, 6]"
2016-07-01,10,"[4, 29, 30]"
2016-07-04,12,"[4, 21, 22]"
2016-07-05,1,[4]
2016-07-06,5,"[33, 34, 4]"
2016-07-07,1,[4]
2016-07-08,9,"[4, 23]"
2016-07-11,8,"[24, 4]"
2016-07-12,3,"[32, 4]"
2016-07-13,5,"[66, 5, 6]"
2016-07-14,12,"[4, 38, 39]"
2016-07-15,13,"[40, 4, 68, 39]"
2016-07-18,5,"[19, 4, 20]"
2016-07-19,17,"[19, 4, 20]"
2016-07-20,7,"[59, 4]"
2016-07-21,5,"[4, 37]"
2016-07-22,2,"[4, 20]"
2016-07-25,5,"[19, 4]"
2016-07-26,1,[4]
2016-07-27,1,[4]
2016-07-28,9,"[25, 4]"
2016-07-29,2,"[4, 44]"
2016-08-01,2,"[4, 20]"
2016-08-02,3,"[4, 53]"
2016-08-03,18,"[4, 44, 45, 47, 48]"
2016-08-04,13,"[4, 22]"
2016-08-05,7,"[25, 4]"
2016-08-08,2,"[4, 5]"
2016-08-09,3,"[4, 22, 60]"
2016-08-10,7,"[26, 4]"
2016-08-11,32,"[4, 5, 19, 20, 21, 22]"
2016-08-12,10,"[4, 69, 70]"
2016-08-16,2,"[89, 4]"
2016-08-17,6,"[50, 4, 22]"
2016-08-18,3,"[4, 23]"
2016-08-19,8,"[16, 4, 69]"
2016-08-22,9,"[24, 4, 5]"
2016-08-23,9,"[18, 19, 4]"
2016-08-24,3,"[56, 4]"
2016-08-25,4,"[21, 4, 20]"
2016-08-26,7,"[4, 36]"
2016-08-29,4,"[4, 31]"
2016-08-30,4,"[4, 15]"
2016-08-31,1,[4]
2016-09-01,6,"[4, 29]"
2016-09-02,3,"[4, 45]"
2016-09-05,9,"[25, 4, 30]"
2016-09-06,5,"[4, 22]"
2016-09-08,1,[4]
2016-09-09,7,"[21, 4, 20, 46]"
2016-09-12,5,"[4, 28, 6]"
2016-09-13,1,[4]
2016-09-14,3,"[26, 4]"
2016-09-15,5,"[24, 4]"
2016-09-16,6,"[4, 28, 14, 22]"
2016-09-19,7,"[24, 4, 5, 39]"
2016-09-20,20,"[16, 17, 18, 4]"
2016-09-21,1,[4]
2016-09-22,18,"[17, 18, 4, 58]"
2016-09-23,6,"[4, 23]"
2016-09-26,2,"[8, 4]"
2016-09-27,2,"[4, 20]"
2016-09-28,7,"[25, 4, 20]"
2016-09-29,1,[4]
2016-09-30,5,"[4, 20]"
2016-10-03,3,"[4, 22]"
2016-10-04,4,"[26, 4]"
2016-10-05,9,"[42, 4, 6]"
2016-10-06,1,[4]
2016-10-07,1,[4]
2016-10-11,23,"[27, 4, 28]"
2016-10-13,6,"[16, 4, 15]"
2016-10-14,3,"[4, 47]"
2016-10-17,3,"[25, 4]"
2016-10-18,3,"[34, 4]"
2016-10-19,6,"[4, 63]"
2016-10-20,3,"[19, 4, 20]"
2016-10-21,7,"[19, 4, 5]"
2016-10-24,19,"[18, 19, 4]"
2016-10-25,4,"[4, 12]"
2016-10-26,12,"[24, 9, 4]"
2016-10-27,5,"[32, 4, 6, 31]"
2016-10-31,4,"[37, 4, 5]"
2016-11-01,6,"[24, 4, 23]"
2016-11-03,9,"[29, 4, 28]"
2016-11-04,11,"[4, 21]"
2016-11-07,6,"[4, 21, 22]"
2016-11-08,1,[4]
2016-11-09,6,"[26, 4]"
2016-11-10,3,"[35, 4]"
2016-11-11,5,"[24, 4]"
2016-11-14,3,"[25, 50, 4]"
2016-11-16,7,"[17, 18, 4]"
2016-11-17,4,"[17, 4]"
2016-11-18,6,"[4, 36]"
2016-11-21,4,"[42, 4]"
2016-11-22,5,"[4, 20]"
2016-11-23,35,"[4, 20, 21, 22, 24]"
2016-11-24,6,"[26, 4]"
2016-11-25,19,"[8, 32, 4, 31]"
2016-11-28,3,"[4, 22]"
2016-11-29,4,"[4, 6]"
2016-11-30,16,"[4, 51, 52, 54, 55]"
2016-12-01,3,"[8, 4, 7]"
2016-12-02,8,"[67, 4, 19, 20, 24]"
2016-12-05,8,"[26, 4]"
2016-12-06,6,"[59, 4, 37]"
2016-12-07,13,"[24, 4, 5, 23]"
2016-12-09,9,"[91, 4, 5, 30]"
2016-12-12,3,"[19, 4, 5]"
2016-12-13,9,"[16, 17, 4]"
2016-12-14,5,"[16, 4]"
2016-12-15,6,"[17, 4]"
2016-12-16,11,"[4, 31]"
2016-12-19,13,"[65, 4, 13, 14, 61]"
2016-12-20,2,"[4, 36]"
2016-12-21,19,"[10, 21, 4, 20]"
2016-12-22,5,"[10, 4, 7]"
2016-12-23,3,"[4, 22]"
2016-12-26,1,[4]
2016-12-27,3,"[17, 4]"
2016-12-28,3,"[18, 19, 4]"
2016-12-29,7,"[41, 4]"
2017-12-01,25,"[4, 43, 44, 45, 46, 85]"
2017-12-04,3,"[4, 23]"
2017-12-05,1,[4]
2017-12-06,1,[4]
2017-12-07,9,"[4, 53, 54, 60]"
2017-12-11,1,[4]
2017-12-12,2,"[4, 23]"
2017-12-13,11,"[4, 20, 46]"
2017-12-14,6,"[4, 28]"
2017-12-15,2,"[75, 4]"
2017-12-18,4,"[4, 54]"
2017-12-19,5,"[4, 22, 23]"
2017-12-20,4,"[4, 21]"
2017-12-21,3,"[26, 4]"
2017-12-22,5,"[72, 35, 4, 21]"
2017-12-26,1,[4]
2017-12-27,6,"[4, 21, 22]"
2017-12-28,9,"[32, 4, 45]"
2017-12-29,2,"[57, 4]"
2018-01-03,5,"[26, 4]"
2018-01-04,4,"[18, 4]"
2018-01-05,5,"[4, 7, 17, 18, 49]"
2018-01-08,2,"[4, 6]"
2018-01-09,8,"[19, 4, 20]"
2018-01-10,13,"[40, 4, 39]"
2018-01-11,7,"[17, 4]"
2018-01-12,3,"[4, 31]"
2018-01-15,6,"[32, 43, 4, 71]"
2018-01-16,6,"[4, 14]"
2018-01-17,4,"[16, 42, 4, 31]"
2018-01-18,9,"[4, 7, 40, 21, 24]"
2018-01-19,12,"[50, 4, 21, 22]"
2018-01-22,15,"[1, 4, 6, 12, 30]"
2018-01-23,4,"[26, 4, 62]"
2018-01-24,21,"[4, 5, 6, 15, 16, 17, 28, 29]"
2018-01-25,6,"[29, 4, 28]"
2018-01-26,3,"[17, 4]"
2018-01-29,1,[4]
2018-01-30,3,"[4, 52]"
2018-01-31,8,"[27, 4]"
2018-02-01,5,"[73, 4, 37, 71]"
2018-02-02,6,"[18, 4]"
2018-02-05,7,"[4, 38]"
2018-02-06,10,"[4, 22, 23]"
2018-02-07,3,"[4, 23]"
2018-02-08,2,"[18, 4]"
2018-02-09,1,[4]
2018-02-14,6,"[18, 4]"
2018-02-15,2,"[4, 15]"
2018-02-16,4,"[24, 51, 4, 23]"
2018-02-19,13,"[4, 19, 20, 21, 58]"
2018-02-20,2,"[4, 54]"
2018-02-21,8,"[26, 4]"
2018-02-22,23,"[4, 23, 24, 25, 26]"
2018-02-23,1,[4]
2018-02-26,3,"[40, 4]"
2018-02-27,8,"[17, 18, 4]"
2018-02-28,2,"[25, 4]"
2018-03-01,12,"[4, 30, 31]"
2018-03-02,5,"[4, 28]"
2018-03-05,9,"[4, 50, 51, 19, 52, 54]"
2018-03-06,6,"[4, 30]"
2018-03-07,7,"[24, 4]"
2018-03-08,6,"[77, 4, 21, 47]"
2018-03-09,5,"[26, 4]"
2018-03-12,5,"[38, 4, 6]"
2018-03-13,4,"[33, 4]"
2018-03-14,11,"[34, 4, 31]"
2018-03-15,6,"[32, 33, 34, 4]"
2018-03-16,3,"[4, 28]"
2018-03-19,3,"[24, 4]"
2018-03-20,2,"[4, 60]"
2018-03-21,19,"[34, 35, 4, 5, 36, 9, 58]"
2018-03-22,10,"[4, 30]"
2018-03-23,8,"[4, 29, 30]"
2018-03-26,9,"[24, 25, 4, 22]"
2018-03-27,10,"[26, 4, 6]"
2018-03-28,6,"[33, 34, 4, 42]"
2018-04-02,10,"[73, 25, 26, 4]"
2018-04-03,26,"[4, 19, 20, 21, 22]"
2018-04-04,1,[4]
2018-04-05,4,"[4, 46]"
2018-04-06,6,"[4, 78, 27, 92, 95]"
2018-04-09,42,"[4, 26, 27, 28, 29, 30]"
2018-04-10,6,"[4, 44]"
2018-04-11,4,"[25, 26, 4]"
2018-04-12,18,"[64, 18, 19, 4]"
2018-04-13,1,[4]
2018-04-16,2,"[96, 4]"
2018-04-17,11,"[25, 4, 69]"
2018-04-18,18,"[4, 10, 51, 52, 53, 54]"
2018-04-19,4,"[44, 6]"
2018-04-20,7,"[25, 26, 4]"
2018-04-23,4,"[16, 4]"
2018-04-24,5,"[17, 4]"
2018-04-25,3,"[24, 4, 23]"
2018-04-26,5,"[10, 4]"
2018-04-27,3,"[4, 5, 6]"
2018-05-02,1,[4]
2018-05-03,12,"[24, 4]"
2018-05-04,2,"[4, 28]"
2018-05-07,16,"[24, 4, 23]"
2018-05-08,12,"[21, 4, 20]"
2018-05-09,4,"[24, 4, 23]"
2018-05-10,7,"[48, 91, 4]"
2018-05-11,10,"[32, 33, 4]"
2018-05-14,9,"[4, 22]"
2018-05-15,16,"[4, 5, 7, 14, 15, 16, 57, 58]"
2018-05-16,14,"[4, 37, 36]"
2018-05-17,6,"[25, 26, 4]"
2018-05-18,7,"[64, 49, 50, 4]"
2018-05-21,3,"[4, 21]"
2018-05-22,1,[4]
2018-05-23,1,[4]
2018-05-24,6,"[29, 4, 28]"
2018-05-25,5,"[4, 47]"
2018-05-28,8,"[41, 4]"
2018-05-29,5,"[48, 49, 4]"
2018-05-30,33,"[4, 11, 44, 45, 46, 47, 48]"
2018-06-04,2,"[4, 28]"
2018-06-05,4,"[27, 4]"
2018-06-06,1,[4]
2018-06-07,18,"[25, 26, 4, 6]"
2018-06-08,9,"[40, 4, 94]"
2018-06-11,7,"[4, 8, 11, 60, 62]"
2018-06-12,7,"[32, 4, 5]"
2018-06-13,3,"[34, 4]"
2018-06-14,7,"[24, 4, 5, 23]"
2018-06-15,1,[4]
2018-06-18,1,[4]
2018-06-19,31,"[4, 48, 49, 51, 52, 54]"
2018-06-20,19,"[34, 35, 4, 36, 7, 86]"
2018-06-21,6,"[4, 69, 68]"
2018-06-25,2,"[4, 53]"
2018-06-26,9,"[4, 45, 46]"
2018-06-27,6,"[32, 4]"
2018-06-28,9,"[89, 41, 42, 4]"
2018-06-29,8,"[4, 60]"
2018-07-03,6,"[4, 69, 14]"
2018-07-04,9,"[58, 59, 4]"
2018-07-05,5,"[43, 4]"
2018-07-06,8,"[4, 44]"
2018-07-09,4,"[4, 38]"
2018-07-10,19,"[32, 33, 4, 31]"
2018-07-11,3,"[4, 28]"
2018-07-12,12,"[57, 4]"
2018-07-13,8,"[25, 4]"
2018-07-16,3,"[4, 54]"
2018-07-17,11,"[24, 4, 23]"
2018-07-18,16,"[56, 57, 4, 31]"
2018-07-19,15,"[4, 5, 72, 12, 13, 20]"
2018-07-20,7,"[4, 23]"
2018-07-23,6,"[4, 21, 22]"
2018-07-24,3,"[4, 68]"
2018-07-25,4,"[12, 38]"
2018-07-26,35,"[4, 5, 13, 19, 20, 21, 22, 23]"
2018-07-27,22,"[26, 27, 4, 29]"
2018-07-30,4,"[4, 63]"
2018-07-31,6,"[4, 28]"
2018-08-01,5,"[4, 22]"
2018-08-02,10,"[25, 4]"
2018-08-03,18,"[32, 33, 4]"
2018-08-06,8,"[24, 25, 4]"
2018-08-07,6,"[4, 13, 14]"
2018-08-08,5,"[25, 4]"
2018-08-09,6,"[4, 22]"
2018-08-10,9,"[81, 42, 4]"
2018-08-13,9,"[21, 4, 20, 7]"
2018-08-14,14,"[88, 89, 4]"
2018-08-16,6,"[4, 28]"
2018-08-17,6,"[40, 4, 39]"
2018-08-20,11,"[4, 30, 31]"
2018-08-21,8,[10]
2018-08-22,5,"[4, 22, 71]"
2018-08-23,4,"[4, 28]"
2018-08-24,6,"[25, 4, 5]"
2018-08-27,3,"[4, 30]"
2018-08-28,4,"[4, 21]"
2018-08-29,3,"[4, 29]"
2018-08-30,7,"[24, 4, 7]"
2018-08-31,7,"[81, 26, 4]"
2018-09-03,9,"[65, 4, 22, 47]"
2018-09-04,33,"[4, 27, 28, 29, 30, 31]"
2018-09-05,2,"[59, 4]"
2018-09-06,6,"[35, 4, 36]"
2018-09-10,12,"[98, 4, 15, 48, 21]"
2018-09-11,5,"[24, 4]"
2018-09-12,10,"[4, 14, 15]"
2018-09-13,32,"[4, 38, 39, 10, 86, 87, 88, 89, 90]"
2018-09-14,7,"[24, 25, 4]"
2018-09-17,11,"[4, 78, 79]"
2018-09-18,11,"[91, 4, 37]"
2018-09-19,12,"[4, 5, 40, 10, 16, 18]"
2018-09-20,13,"[32, 33, 4, 6, 80]"
2018-09-21,3,"[32, 4]"
2018-09-24,7,"[27, 4, 5, 7]"
2018-09-25,5,"[4, 28]"
2018-09-26,3,"[4, 39]"
2018-09-27,5,"[34, 35, 4, 76]"
2018-09-28,9,"[48, 4, 47]"
2018-10-01,3,"[4, 22]"
2018-10-02,1,[4]
2018-10-03,1,[4]
2018-10-04,2,"[4, 28]"
2018-10-05,5,"[81, 27, 4, 6]"
2018-10-08,5,"[4, 22]"
2018-10-09,2,"[4, 53]"
2018-10-10,19,"[4, 49, 50, 51, 53]"
2018-10-11,20,"[11, 4, 30, 31]"
2018-10-16,8,"[42, 43, 4]"
2018-10-17,5,"[4, 28]"
2018-10-18,6,"[4, 22]"
2018-10-19,7,"[32, 33, 74, 4]"
2018-10-22,2,"[26, 4]"
2018-10-23,3,"[73, 4, 6]"
2018-10-24,1,[4]
2018-10-25,4,"[4, 29]"
2018-10-26,8,"[27, 4]"
2018-10-29,7,"[26, 27, 4, 31]"
2018-10-30,3,"[4, 5, 46]"
2018-10-31,3,"[4, 47]"
2018-11-01,7,"[32, 4]"
2018-11-05,4,"[32, 4]"
2018-11-06,2,"[81, 4]"
2018-11-07,3,"[4, 5, 39]"
2018-11-08,10,"[4, 6, 7, 41, 42]"
2018-11-09,16,"[75, 4, 37, 36]"
2018-11-12,32,"[4, 10, 43, 44, 13, 14, 45]"
2018-11-13,16,"[26, 27, 4, 5]"
2018-11-14,12,"[32, 4, 31]"
2018-11-19,8,"[29, 4, 5, 30]"
2018-11-20,1,[4]
2018-11-21,2,"[43, 4]"
2018-11-22,1,[4]
2018-11-23,13,"[4, 7, 8, 27, 28]"
2018-11-26,12,"[46, 4, 45, 44]"
2018-11-27,5,"[25, 4, 5]"
2018-11-28,7,"[25, 4, 71]"
2018-11-29,10,"[4, 29, 30]"
2018-11-30,5,"[18, 4, 39]"
2018-12-03,6,"[4, 22]"
2018-12-04,3,"[34, 4]"
2018-12-05,3,"[59, 4, 60]"
2018-12-06,3,"[51, 4]"
2018-12-07,3,"[32, 56, 4]"
2018-12-10,2,"[4, 22]"
2018-12-11,6,"[4, 13, 6, 22]"
2018-12-12,14,"[64, 4, 63]"
2018-12-13,10,"[4, 53, 52]"
2018-12-14,1,[4]
2018-12-17,4,"[4, 39]"
2018-12-18,4,"[4, 22]"
